TABLE_IDENTIFIER;FREQ;REF_SECTOR;EDU_TYPE;ISC11P_LEVEL;ISC11P_CAT;ISC11P_SUB;GRADE;FIELD;INTENSITY;COUNTRY_ORIGIN;COUNTRY_CITIZENSHIP;SEX;AGE;STAT_UNIT;UNIT_MEASURE
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;NI;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;NI;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;PA;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;PA;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;PA;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;PA;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;PA;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;PA;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;PY;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;PY;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;PY;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;PY;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;PY;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;PY;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;PE;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;PE;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;PE;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;PE;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;PE;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;PE;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;PR;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;PR;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;PR;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;PR;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;PR;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;PR;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;KN;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;KN;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;KN;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;KN;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;KN;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;KN;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;LC;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;LC;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;LC;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;LC;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;LC;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;LC;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;VC;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;VC;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;VC;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;VC;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;VC;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;VC;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;SX;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;SX;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;SX;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;SX;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;SX;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;SX;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;SR;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;SR;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;SR;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;SR;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;SR;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;SR;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;TT;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;TT;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;TT;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;TT;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;TT;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;TT;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;TC;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;TC;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;TC;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;TC;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;TC;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;TC;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;UY;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;UY;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;UY;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;UY;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;UY;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;UY;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;VE;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;VE;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;VE;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;VE;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;VE;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;VE;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;A99;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;A99;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;A99;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;A99;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;A99;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;A99;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;A9;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;A9;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;A9;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;A9;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;A9;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;A9;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;AF;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;AF;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;AF;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;AF;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;AF;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;AF;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;AM;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;AM;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;AM;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;AM;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;AM;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;AM;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;AZ;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;AZ;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;AZ;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;AZ;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;AZ;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;AZ;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;BH;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;BH;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;BH;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;BH;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;BH;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;BH;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;BD;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;BD;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;BD;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;BD;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;BD;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;BD;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;BT;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;BT;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;BT;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;BT;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;BT;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;BT;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;BN;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;BN;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;BN;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;BN;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;BN;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;BN;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;KH;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;KH;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;KH;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;KH;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;KH;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;KH;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;CN;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;CN;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;CN;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;CN;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;CN;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;CN;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;HK;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;HK;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;HK;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;HK;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;HK;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;HK;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;MO;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;MO;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;MO;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;MO;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;MO;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;MO;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;CY;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;CY;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;CY;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;CY;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;CY;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;CY;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;KP;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;KP;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;KP;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;KP;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;KP;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;KP;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;GE;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;GE;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;GE;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;GE;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;GE;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;GE;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;IN;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;IN;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;IN;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;IN;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;IN;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;IN;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;ID;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;ID;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;ID;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;ID;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;ID;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;ID;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;IR;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;IR;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;IR;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;IR;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;IR;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;IR;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;IQ;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;IQ;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;IQ;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;IQ;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;IQ;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;IQ;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;IL;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;IL;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;IL;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;IL;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;IL;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;IL;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;JP;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;JP;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;JP;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;JP;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;JP;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;JP;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;JO;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;JO;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;JO;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;JO;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;JO;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;JO;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;KZ;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;KZ;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;KZ;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;KZ;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;KZ;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;KZ;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;KW;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;KW;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;KW;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;KW;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;KW;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;KW;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;KG;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;KG;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;KG;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;KG;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;KG;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;KG;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;LA;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;LA;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;LA;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;LA;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;LA;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;LA;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;LB;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;LB;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;LB;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;LB;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;LB;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L8;_T;SC4;_T;_T;_T;LB;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;_T;SC4;_T;_T;_T;MY;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C4;SC4;_T;_T;_T;MY;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L5;C5;SC4;_T;_T;_T;MY;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L6;_T;SC5T7;_T;_T;_T;MY;W0;F;_T;GRAD;PER
GRAD7;A;INST_T;_T;L7;_T;SC6T8;_T;_T;_T;MY;W0;F;_T;GRAD;PER
